decision_id,year,application_number,application_kind,company_name,openfda_sponsor_name,ticker,exchange,sponsor_resolution_basis,drug_brand,drug_generic,product_details,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,source_url_1,source_url_2,source_url_3,payload_file,payload_sha256_prefix,verification_status,us_investable_class,notes
V27-NDA213871-2022-01-14,2022,NDA213871,NDA,PFIZER,PFIZER,,,UNRESOLVED - no exact match for PFIZER; blank beats guessed,CIBINQO,ABROCITINIB,CIBINQO (TABLET ORAL); CIBINQO (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2022-01-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213871,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA213871""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA213871 approved 2022-01-14, brand CIBINQO, type Type 1 - New Molecular Entity, sponsor PFIZER. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761228-2022-01-25,2022,BLA761228,BLA,IMMUNOCORE LTD,IMMUNOCORE LTD,,,UNRESOLVED - no exact match for IMMUNOCORE LTD; blank beats guessed,KIMMTRAK,TEBENTAFUSP,KIMMTRAK (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-01-25,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761228,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761228""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761228 approved 2022-01-25, brand KIMMTRAK, type Type 1 - New Molecular Entity, sponsor IMMUNOCORE LTD. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761235-2022-01-28,2022,BLA761235,BLA,GENENTECH INC,GENENTECH INC,,,UNRESOLVED - no exact match for GENENTECH INC; blank beats guessed,VABYSMO,FARICIMAB,VABYSMO (INJECTABLE INTRAVITREAL),Original Approval (Type 1 - New Molecular Entity),2022-01-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761235,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761235""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761235 approved 2022-01-28, brand VABYSMO, type Type 1 - New Molecular Entity, sponsor GENENTECH INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761164-2022-02-04,2022,BLA761164,BLA,"RECORDATI RARE DISEASES, INC.","RECORDATI RARE DISEASES, INC.",,,"UNRESOLVED - no exact match for RECORDATI RARE DISEASES, INC.; blank beats guessed",ENJAYMO,SUTIMLIMAB-JOME,ENJAYMO (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-02-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761164,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761164""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761164 approved 2022-02-04, brand ENJAYMO, type Type 1 - New Molecular Entity, sponsor RECORDATI RARE DISEASES, INC.. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA216196-2022-02-17,2022,NDA216196,NDA,AGIOS PHARMS INC,AGIOS PHARMS INC,,,UNRESOLVED - no exact match for AGIOS PHARMS INC; blank beats guessed,AQVESME,MITAPIVAT,PYRUKYND (TABLET ORAL); PYRUKYND (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2022-02-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216196,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA216196""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA216196 approved 2022-02-17, brand AQVESME, type Type 1 - New Molecular Entity, sponsor AGIOS PHARMS INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA208712-2022-02-28,2022,NDA208712,NDA,SOBI,SOBI,,,UNRESOLVED - no exact match for SOBI; blank beats guessed,VONJO,PACRITINIB,VONJO (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2022-02-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208712,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA208712""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA208712 approved 2022-02-28, brand VONJO, type Type 1 - New Molecular Entity, sponsor SOBI. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761234-2022-03-18,2022,BLA761234,BLA,BRISTOL MYERS SQUIBB,BRISTOL MYERS SQUIBB,,,UNRESOLVED - no exact match for BRISTOL MYERS SQUIBB; blank beats guessed,OPDUALAG,NIVOLUMAB AND RELATLIMAB-RMBW,OPDUALAG (SOLUTION INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2022-03-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761234,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761234""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761234 approved 2022-03-18, brand OPDUALAG, type Type 1 - New Molecular Entity, sponsor BRISTOL MYERS SQUIBB. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215904-2022-03-18,2022,NDA215904,NDA,IMMEDICA PHARMA,IMMEDICA PHARMA,,,UNRESOLVED - no exact match for IMMEDICA PHARMA; blank beats guessed,ZTALMY,GANAXOLONE,ZTALMY (SUSPENSION ORAL),Original Approval (Type 1 - New Molecular Entity),2022-03-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215904,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215904""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215904 approved 2022-03-18, brand ZTALMY, type Type 1 - New Molecular Entity, sponsor IMMEDICA PHARMA. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215833-2022-03-23,2022,NDA215833,NDA,NOVARTIS,NOVARTIS,,,UNRESOLVED - no exact match for NOVARTIS; blank beats guessed,PLUVICTO,LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,PLUVICTO (SOLUTION INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2022-03-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215833,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215833""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215833 approved 2022-03-23, brand PLUVICTO, type Type 1 - New Molecular Entity, sponsor NOVARTIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215888-2022-04-26,2022,NDA215888,NDA,MYCOVIA PHARMS,MYCOVIA PHARMS,,,UNRESOLVED - no exact match for MYCOVIA PHARMS; blank beats guessed,VIVJOA,OTESECONAZOLE,VIVJOA (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2022-04-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215888,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215888""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215888 approved 2022-04-26, brand VIVJOA, type Type 1 - New Molecular Entity, sponsor MYCOVIA PHARMS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA214998-2022-04-28,2022,NDA214998,NDA,BRISTOL,BRISTOL,,,UNRESOLVED - no exact match for BRISTOL; blank beats guessed,CAMZYOS,MAVACAMTEN,CAMZYOS (CAPSULE ORAL); CAMZYOS (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2022-04-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214998,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA214998""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA214998 approved 2022-04-28, brand CAMZYOS, type Type 1 - New Molecular Entity, sponsor BRISTOL. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215152-2022-05-03,2022,NDA215152,NDA,PHATHOM,PHATHOM,,,UNRESOLVED - no exact match for PHATHOM; blank beats guessed,VOQUEZNA TRIPLE PAK,"VONOPRAZAN FUMARATE, AMOXICILLIN AND CLARITHROMYCIN","VOQUEZNA TRIPLE PAK (CAPSULE, TABLET, TABLET ORAL)",Original Approval (Type 1 - New Molecular Entity and Type 4 - New Combination),2022-05-03,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215152,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215152""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215152 approved 2022-05-03, brand VOQUEZNA TRIPLE PAK, type Type 1 - New Molecular Entity and Type 4 - New Combination, sponsor PHATHOM. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215866-2022-05-13,2022,NDA215866,NDA,ELI LILLY AND CO,ELI LILLY AND CO,,,UNRESOLVED - no exact match for ELI LILLY AND CO; blank beats guessed,MOUNJARO,TIRZEPATIDE,MOUNJARO (SOLUTION SUBCUTANEOUS); MOUNJARO KWIKPEN (SOLUTION SUBCUTANEOUS),Original Approval (Type 1 - New Molecular Entity),2022-05-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215866,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215866""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215866 approved 2022-05-13, brand MOUNJARO, type Type 1 - New Molecular Entity, sponsor ELI LILLY AND CO. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215272-2022-05-23,2022,NDA215272,NDA,ORGANON LLC,ORGANON LLC,,,UNRESOLVED - no exact match for ORGANON LLC; blank beats guessed,VTAMA,TAPINAROF,VTAMA (CREAM TOPICAL),Original Approval (Type 1 - New Molecular Entity),2022-05-23,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215272,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215272""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215272 approved 2022-05-23, brand VTAMA, type Type 1 - New Molecular Entity, sponsor ORGANON LLC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215515-2022-06-13,2022,NDA215515,NDA,ALNYLAM PHARMS INC,ALNYLAM PHARMS INC,,,UNRESOLVED - no exact match for ALNYLAM PHARMS INC; blank beats guessed,AMVUTTRA,VUTRISIRAN,AMVUTTRA (SOLUTION SUBCUTANEOUS),Original Approval (Type 1 - New Molecular Entity),2022-06-13,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215515,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215515""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215515 approved 2022-06-13, brand AMVUTTRA, type Type 1 - New Molecular Entity, sponsor ALNYLAM PHARMS INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761261-2022-08-31,2022,BLA761261,BLA,GENZYME CORP,GENZYME CORP,,,UNRESOLVED - no exact match for GENZYME CORP; blank beats guessed,XENPOZYME,OLIPUDASE ALFA-RPCP,XENPOZYME (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-08-31,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761261,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761261""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761261 approved 2022-08-31, brand XENPOZYME, type Type 1 - New Molecular Entity, sponsor GENZYME CORP. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761244-2022-09-01,2022,BLA761244,BLA,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,,,UNRESOLVED - no exact match for BOEHRINGER INGELHEIM PHARMACEUTICALS INC; blank beats guessed,SPEVIGO,SPESOLIMAB-SBZO,SPEVIGO (INJECTABLE INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2022-09-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761244,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761244""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761244 approved 2022-09-01, brand SPEVIGO, type Type 1 - New Molecular Entity, sponsor BOEHRINGER INGELHEIM PHARMACEUTICALS INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761127-2022-09-07,2022,BLA761127,BLA,"REVANCE THERAPEUTICS, INC.","REVANCE THERAPEUTICS, INC.",,,"UNRESOLVED - no exact match for REVANCE THERAPEUTICS, INC.; blank beats guessed",DAXXIFY,BOTULINUM TOXIN TYPE A,"DAXXIFY (INJECTABLE INTRAMUSCULAR, SUBCUTANEOUS)",Original Approval (Type 1 - New Molecular Entity),2022-09-07,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761127,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761127""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761127 approved 2022-09-07, brand DAXXIFY, type Type 1 - New Molecular Entity, sponsor REVANCE THERAPEUTICS, INC.. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761148-2022-09-09,2022,BLA761148,BLA,SPECTRUM PHARMS,SPECTRUM PHARMS,,,UNRESOLVED - no exact match for SPECTRUM PHARMS; blank beats guessed,ROLVEDON,EFLAPEGRASTIM-XNST,ROLVEDON (INJECTABLE SUBCUTANEOUS),Original Approval (Type 1 - New Molecular Entity),2022-09-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761148,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761148""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761148 approved 2022-09-09, brand ROLVEDON, type Type 1 - New Molecular Entity, sponsor SPECTRUM PHARMS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA214958-2022-09-09,2022,NDA214958,NDA,BRISTOL,BRISTOL,,,UNRESOLVED - no exact match for BRISTOL; blank beats guessed,SOTYKTU,DEUCRAVACITINIB,SOTYKTU (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2022-09-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214958,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA214958""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA214958 approved 2022-09-09, brand SOTYKTU, type Type 1 - New Molecular Entity, sponsor BRISTOL. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022231-2022-09-14,2022,NDA022231,NDA,MALLINCKRODT IRELAND,MALLINCKRODT IRELAND,,,UNRESOLVED - no exact match for MALLINCKRODT IRELAND; blank beats guessed,TERLIVAZ,TERLIPRESSIN,TERLIVAZ (POWDER INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2022-09-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022231,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022231""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022231 approved 2022-09-14, brand TERLIVAZ, type Type 1 - New Molecular Entity, sponsor MALLINCKRODT IRELAND. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215092-2022-09-22,2022,NDA215092,NDA,OCUVEX THERAP,OCUVEX THERAP,,,UNRESOLVED - no exact match for OCUVEX THERAP; blank beats guessed,OMLONTI,OMIDENEPAG ISOPROPYL,OMLONTI (SOLUTION OPHTHALMIC),Original Approval (Type 1 - New Molecular Entity),2022-09-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215092,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215092""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215092 approved 2022-09-22, brand OMLONTI, type Type 1 - New Molecular Entity, sponsor OCUVEX THERAP. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
