orig_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_type,decision_date,chemical_type_code,chemical_type_description,chemical_type_group,review_priority,dosage_form,route,pharm_class_epc,source_url_1,source_url_2,source_query_url,verification_status,sponsor_resolution_basis,notes
O-NDA018371,Otsuka Holdings Co. Ltd.,OTSUKA ICU MEDCL,NO_US_TICKER,TSE,NON-US LISTING ONLY,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% IN PLASTIC CONTAINER,"DEXTROSE MONOHYDRATE AND POTASSIUM CHLORIDE INJECTION, SOLUTION",NDA018371,NDA,Original Approval (non-NME),1980-05-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018371,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA018371""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry match: registry key 'otsuka' is contained in sponsor string 'otsuka icu medcl' (most specific consistent issuer),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA017863,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,SORBITOL 3% IN PLASTIC CONTAINER,SORBITOL,NDA017863,NDA,Original Approval (non-NME),1980-05-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,IRRIGATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017863,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017863""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA017864,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,SODIUM CHLORIDE 450MG/100ML,NDA017864,NDA,Original Approval (non-NME),1980-05-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,IRRIGATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017864,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017864""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA017865,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER,GLYCINE,NDA017865,NDA,Original Approval (non-NME),1980-05-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,IRRIGATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017865,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017865""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA017866,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,STERILE WATER IN PLASTIC CONTAINER,WATER,NDA017866,NDA,Original Approval (non-NME),1980-05-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,LIQUID,IRRIGATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017866,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017866""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA017867,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,NDA017867,NDA,Original Approval (non-NME),1980-05-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,EXTRACORPOREAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017867,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017867""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA017943,MONARCH PHARMS,MONARCH PHARMS,UNRESOLVED,,UNRESOLVED (REVIEW),PROLOPRIM,TRIMETHOPRIM 200MG,NDA017943,NDA,Original Approval (non-NME),1980-05-30,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017943,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017943""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'monarch',"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA017952,Roche Holding AG,ROCHE,NO_US_TICKER,SIX,NON-US LISTING ONLY,TRIMPEX 200,TRIMETHOPRIM 200MG,NDA017952,NDA,Original Approval (non-NME),1980-05-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017952,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA017952""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA050526,WESTWOOD SQUIBB,WESTWOOD SQUIBB,UNRESOLVED,,UNRESOLVED (REVIEW),STATICIN,ERYTHROMYCIN 1.5%,NDA050526,NDA,Original Approval (non-NME),1980-06-03,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050526,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA050526""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'westwood squibb',"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA050532,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,ERYTHROMYCIN,ERYTHROMYCIN 2%,NDA050532,NDA,Original Approval (non-NME),1980-06-03,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050532,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA050532""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA018279,AbbVie Inc.,ABBVIE,ABBV,NYSE,US-LISTED,K-TAB,POTASSIUM CHLORIDE 20MEQ,NDA018279,NDA,Original Approval (non-NME),1980-06-09,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"TABLET, EXTENDED RELEASE",ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018279,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA018279""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19800101%20TO%2019801231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"PRE-1985 ROW (v16 backward extension into the 1980 era): sponsor_name is the CURRENT Drugs@FDA application holder; it is NOT asserted as the historical 1980 applicant and no period listing class is claimed. Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
